date,day_of_year,day,month,temperature
2023-05-09,129,9,5,28.70995237365365
2023-05-10,130,10,5,27.447424714905342
2023-05-11,131,11,5,24.138529367532836
2023-05-12,132,12,5,24.21020356065531
2023-05-13,133,13,5,24.390373101894923
2023-05-14,134,14,5,21.26670471692428
2023-05-15,135,15,5,25.516091841570997
2023-05-16,136,16,5,21.68867559546445
2023-05-17,137,17,5,23.52306310762299
2023-05-18,138,18,5,16.714924434390383
2023-05-19,139,19,5,20.597886026784998
2023-05-20,140,20,5,24.67593673125359
2023-05-21,141,21,5,19.58117368645693
2023-05-22,142,22,5,23.832442410529694
2023-05-23,143,23,5,21.185936780316293
2023-05-24,144,24,5,25.553296513017663
2023-05-25,145,25,5,26.230072538865723
2023-05-26,146,26,5,22.86072727906844
2023-05-27,147,27,5,22.15312042967157
2023-05-28,148,28,5,22.18720096708306
2023-05-29,149,29,5,21.868070076474677
2023-05-30,150,30,5,25.37227023060858
2023-05-31,151,31,5,29.17521796606587
2023-06-01,152,1,6,17.52203475413291
2023-06-02,153,2,6,18.29790911002457
2023-06-03,154,3,6,14.741842693269692
2023-06-04,155,4,6,17.67224315460635
2023-06-05,156,5,6,16.839111448767476
2023-06-06,157,6,6,27.156117706245027
2023-06-07,158,7,6,19.840734931641038
2023-06-08,159,8,6,19.765466496540988
2023-06-09,160,9,6,18.84058845224298
2023-06-10,161,10,6,21.961159495522928
2023-06-11,162,11,6,16.66682288487418
2023-06-12,163,12,6,25.23725249600725
2023-06-13,164,13,6,22.020209381366193
2023-06-14,165,14,6,29.464239682671874
2023-06-15,166,15,6,17.797189953608896
2023-06-16,167,16,6,19.62142574745909
2023-06-17,168,17,6,37.655409075748985
2023-06-18,169,18,6,26.835384588214744
2023-06-19,170,19,6,23.35151427747494
2023-06-20,171,20,6,21.705436359153765
2023-06-21,172,21,6,18.636803078897795
2023-06-22,173,22,6,22.045583961301034
2023-06-23,174,23,6,17.148759446384158
2023-06-24,175,24,6,19.02313192484477
2023-06-25,176,25,6,21.37867785637317
2023-06-26,177,26,6,19.52568857332755
2023-06-27,178,27,6,15.549785814039684
2023-06-28,179,28,6,12.783811152854684
2023-06-29,180,29,6,18.724712159002962
2023-06-30,181,30,6,17.462093721146076
2023-07-01,182,1,7,19.6860392745681
2023-07-02,183,2,7,16.907598416402678
2023-07-03,184,3,7,15.433064697130865
2023-07-04,185,4,7,19.57163698134731
2023-07-05,186,5,7,19.23680728559594
2023-07-06,187,6,7,9.758554953555068
2023-07-07,188,7,7,11.36728568730425
2023-07-08,189,8,7,16.152913805515485
2023-07-09,190,9,7,15.406804622196653
2023-07-10,191,10,7,2.450885048730008
2023-07-11,192,11,7,17.753727365340154
2023-07-12,193,12,7,21.168829387627376
2023-07-13,194,13,7,11.868926702181945
2023-07-14,195,14,7,14.602237516774734
2023-07-15,196,15,7,14.570798622502982
2023-07-16,197,16,7,15.105657779686513
2023-07-17,198,17,7,10.662425879612638
2023-07-18,199,18,7,15.579982883027778
2023-07-19,200,19,7,14.13297485437699
2023-07-20,201,20,7,19.9856276854547
2023-07-21,202,21,7,14.87034755129085
2023-07-22,203,22,7,11.462294208038063
2023-07-23,204,23,7,8.921398572076436
2023-07-24,205,24,7,-5.4430467262725735
2023-07-25,206,25,7,10.865148453105515
2023-07-26,207,26,7,11.69542834677596
2023-07-27,208,27,7,13.856953976952298
2023-07-28,209,28,7,25.07591095001945
2023-07-29,210,29,7,13.112634618168364
2023-07-30,211,30,7,16.565192571128136
2023-07-31,212,31,7,13.471140008144234
2023-08-01,213,1,8,20.248022632623357
2023-08-02,214,2,8,12.453380864966014
2023-08-03,215,3,8,10.612010947462952
2023-08-04,216,4,8,7.206315231256494
2023-08-05,217,5,8,7.620992734711793
2023-08-06,218,6,8,14.15272274846418
2023-08-07,219,7,8,13.2489444629746
2023-08-08,220,8,8,10.904663189952583
2023-08-09,221,9,8,10.374017557721475
2023-08-10,222,10,8,8.259557312434378
2023-08-11,223,11,8,10.300350127755875
2023-08-12,224,12,8,11.048903350229626
2023-08-13,225,13,8,4.50630365525336
2023-08-14,226,14,8,12.617845226639988
2023-08-15,227,15,8,4.245456149674574
2023-08-16,228,16,8,11.225098893275218
2023-08-17,229,17,8,9.969135892161667
2023-08-18,230,18,8,10.87064667447771
2023-08-19,231,19,8,7.94228320282732
2023-08-20,232,20,8,14.863766468138351
2023-08-21,233,21,8,11.835391312809822
2023-08-22,234,22,8,11.487408100720701
2023-08-23,235,23,8,-1.2213891570629585
2023-08-24,236,24,8,9.162408297920654
2023-08-25,237,25,8,11.952294799292323
2023-08-26,238,26,8,13.111491637048701
2023-08-27,239,27,8,13.316983389420237
2023-08-28,240,28,8,8.891583310707176
2023-08-29,241,29,8,9.11761347164868
2023-08-30,242,30,8,9.86001895554726
2023-08-31,243,31,8,8.003236038886094
2023-09-01,244,1,9,6.585142054382716
2023-09-02,245,2,9,9.139255516855226
2023-09-03,246,3,9,9.989394727503152
2023-09-04,247,4,9,10.072719623697903
2023-09-05,248,5,9,8.209835003607017
2023-09-06,249,6,9,6.3998365337728575
2023-09-07,250,7,9,9.811961779159343
2023-09-08,251,8,9,9.460085973967226
2023-09-09,252,9,9,5.445619937221798
2023-09-10,253,10,9,10.997674324660204
2023-09-11,254,11,9,10.381878101387564
2023-09-12,255,12,9,7.930783110755823
2023-09-13,256,13,9,4.250464950714202
2023-09-14,257,14,9,4.330408319958963
2023-09-15,258,15,9,9.23865868444677
2023-09-16,259,16,9,6.324288063307291
2023-09-17,260,17,9,7.0464989647416365
2023-09-18,261,18,9,4.453228316194306
2023-09-19,262,19,9,-1.7724755338301037
2023-09-20,263,20,9,2.115368541044533
2023-09-21,264,21,9,7.627508527732878
2023-09-22,265,22,9,8.818809768743039
2023-09-23,266,23,9,9.574666648984255
2023-09-24,267,24,9,9.174190147674658
2023-09-25,268,25,9,4.060353962477362
2023-09-26,269,26,9,6.475932973267662
2023-09-27,270,27,9,5.477228956372121
2023-09-28,271,28,9,4.194913204679674
2023-09-29,272,29,9,2.433707841916517
2023-09-30,273,30,9,9.156570270553853
2023-10-01,274,1,10,11.268858510342739
2023-10-02,275,2,10,6.028067689769381
2023-10-03,276,3,10,10.05723562567352
2023-10-04,277,4,10,9.385486294079167
2023-10-05,278,5,10,5.084146845929213
2023-10-06,279,6,10,7.477365341941872
2023-10-07,280,7,10,7.972486868759553
2023-10-08,281,8,10,10.095252059533056
2023-10-09,282,9,10,8.239821351300618
2023-10-10,283,10,10,2.717752481122841
2023-10-11,284,11,10,13.47794277393228
2023-10-12,285,12,10,9.193963761045547
2023-10-13,286,13,10,5.088850020024526
2023-10-14,287,14,10,3.506922508817043
2023-10-15,288,15,10,5.554863560644778
2023-10-16,289,16,10,-11.25166684657868
2023-10-17,290,17,10,6.2411603010121794
2023-10-18,291,18,10,6.911759049454018
2023-10-19,292,19,10,5.340992393993638
2023-10-20,293,20,10,-1.3220423929757068
2023-10-21,294,21,10,5.386256219534522
2023-10-22,295,22,10,10.218260634022403
2023-10-23,296,23,10,10.71102010869353
2023-10-24,297,24,10,4.239223333277381
2023-10-25,298,25,10,7.411533121947503
2023-10-26,299,26,10,11.637687585957405
2023-10-27,300,27,10,9.467176006929137
2023-10-28,301,28,10,21.706830445008535
2023-10-29,302,29,10,12.420446354925824
2023-10-30,303,30,10,5.880318739997821
2023-10-31,304,31,10,8.046758056191823
2023-11-01,305,1,11,10.320310294388749
2023-11-02,306,2,11,8.700858966379961
2023-11-03,307,3,11,10.644361120761728
2023-11-04,308,4,11,14.144827784824862
2023-11-05,309,5,11,9.249774935866895
2023-11-06,310,6,11,10.613331650109698
2023-11-07,311,7,11,9.68624103113125
2023-11-08,312,8,11,4.008562061019532
2023-11-09,313,9,11,7.778753274174582
2023-11-10,314,10,11,9.767924623023603
2023-11-11,315,11,11,9.146766194833257
2023-11-12,316,12,11,13.031248446506545
2023-11-13,317,13,11,14.014205698289377
2023-11-14,318,14,11,8.816455933694549
2023-11-15,319,15,11,14.229618065607177
2023-11-16,320,16,11,9.584512358767558
2023-11-17,321,17,11,12.200614599841147
2023-11-18,322,18,11,10.240465210779663
2023-11-19,323,19,11,7.5215720833808835
2023-11-20,324,20,11,9.356574460138404
2023-11-21,325,21,11,6.891219785623616
2023-11-22,326,22,11,14.420497047989485
2023-11-23,327,23,11,16.21827834377506
2023-11-24,328,24,11,15.015815448552956
2023-11-25,329,25,11,11.51790782364599
2023-11-26,330,26,11,14.702319836715988
2023-11-27,331,27,11,6.895375963008711
2023-11-28,332,28,11,15.998922831840954
2023-11-29,333,29,11,18.63594918357049
2023-11-30,334,30,11,15.23452405583292
2023-12-01,335,1,12,11.869313133077604
2023-12-02,336,2,12,16.06037248033341
2023-12-03,337,3,12,13.887966742590992
2023-12-04,338,4,12,10.757625516340564
2023-12-05,339,5,12,9.969895729383655
2023-12-06,340,6,12,13.517180209786515
2023-12-07,341,7,12,14.44838098158119
2023-12-08,342,8,12,6.810575403903536
2023-12-09,343,9,12,23.45135441099997
2023-12-10,344,10,12,3.2055974134797296
2023-12-11,345,11,12,18.95186578327634
2023-12-12,346,12,12,15.31096897865926
2023-12-13,347,13,12,19.21189735050639
2023-12-14,348,14,12,22.23280303857594
2023-12-15,349,15,12,14.115426581463874
2023-12-16,350,16,12,14.901979238489481
2023-12-17,351,17,12,36.187785974649636
2023-12-18,352,18,12,19.225250882303083
2023-12-19,353,19,12,17.115695149945985
2023-12-20,354,20,12,16.153175392773942
2023-12-21,355,21,12,12.623542343383996
2023-12-22,356,22,12,17.269346632735523
2023-12-23,357,23,12,14.097085023130056
2023-12-24,358,24,12,17.373419516272637
2023-12-25,359,25,12,21.184531367289907
2023-12-26,360,26,12,18.881720593497025
2023-12-27,361,27,12,18.957333586786035
2023-12-28,362,28,12,13.438724599682779
2023-12-29,363,29,12,19.713548014002654
2023-12-30,364,30,12,16.848050639862212
2023-12-31,365,31,12,12.801530019800841
2024-01-01,1,1,1,22.790101023814316
2024-01-02,2,2,1,18.238589637890513
2024-01-03,3,3,1,19.30478221804703
2024-01-04,4,4,1,20.78373465425715
2024-01-05,5,5,1,23.325089577701863
2024-01-06,6,6,1,4.5047334162264985
2024-01-07,7,7,1,24.286338344657942
2024-01-08,8,8,1,19.957858651377432
2024-01-09,9,9,1,17.8589861924351
2024-01-10,10,10,1,20.781295709432655
2024-01-11,11,11,1,18.72136877997364
2024-01-12,12,12,1,20.501984366497183
2024-01-13,13,13,1,25.504013776301505
2024-01-14,14,14,1,15.493183874450134
2024-01-15,15,15,1,21.540234304204123
2024-01-16,16,16,1,21.46851870283616
2024-01-17,17,17,1,20.74810887050962
2024-01-18,18,18,1,20.470736723975936
2024-01-19,19,19,1,24.08396161632885
2024-01-20,20,20,1,20.39696072843137
2024-01-21,21,21,1,13.702752201016597
2024-01-22,22,22,1,18.02819140804495
2024-01-23,23,23,1,21.79692229444307
2024-01-24,24,24,1,25.611022770771278
2024-01-25,25,25,1,24.724610986593248
2024-01-26,26,26,1,16.751791978575078
2024-01-27,27,27,1,25.05315884272295
2024-01-28,28,28,1,23.87818593162615
2024-01-29,29,29,1,22.133780329191193
2024-01-30,30,30,1,22.347224740368073
2024-01-31,31,31,1,25.79410250657764
2024-02-01,32,1,2,25.068499361504188
2024-02-02,33,2,2,21.31835238548058
2024-02-03,34,3,2,21.237464137053085
2024-02-04,35,4,2,24.988627035423868
2024-02-05,36,5,2,45.057607957607686
2024-02-06,37,6,2,9.387374775679174
2024-02-07,38,7,2,26.88739640013238
2024-02-08,39,8,2,22.048104547357408
2024-02-09,40,9,2,22.949945902933997
2024-02-10,41,10,2,27.519410696872743
2024-02-11,42,11,2,28.0756319392103
2024-02-12,43,12,2,23.38745683832272
2024-02-13,44,13,2,25.44636308928716
2024-02-14,45,14,2,23.569471649398235
2024-02-15,46,15,2,24.47631717158586
2024-02-16,47,16,2,29.363059811580516
2024-02-17,48,17,2,25.62379305063749
2024-02-18,49,18,2,23.810889874789773
2024-02-19,50,19,2,22.2679417688199
2024-02-20,51,20,2,26.403162079346448
2024-02-21,52,21,2,26.03348835283374
2024-02-22,53,22,2,31.41349430137746
2024-02-23,54,23,2,24.63523313962768
2024-02-24,55,24,2,24.432131075820305
2024-02-25,56,25,2,29.294690908004654
2024-02-26,57,26,2,28.175518727949775
2024-02-27,58,27,2,27.60836583758138
2024-02-28,59,28,2,28.211208771975375
2024-02-29,60,29,2,26.441693244329787
2024-03-01,61,1,3,28.152989321355136
2024-03-02,62,2,3,30.308602007552533
2024-03-03,63,3,3,24.745504019722873
2024-03-04,64,4,3,11.842792825285542
2024-03-05,65,5,3,31.49109555136905
2024-03-06,66,6,3,26.810818604711926
2024-03-07,67,7,3,37.14180608993976
2024-03-08,68,8,3,34.19006827075098
2024-03-09,69,9,3,23.495582915313545
2024-03-10,70,10,3,31.737406537675607
2024-03-11,71,11,3,31.004972692166355
2024-03-12,72,12,3,25.56903156749516
2024-03-13,73,13,3,30.425419860333
2024-03-14,74,14,3,27.530783577657914
2024-03-15,75,15,3,31.688760483225774
2024-03-16,76,16,3,26.1438460273197
2024-03-17,77,17,3,26.141759626489584
2024-03-18,78,18,3,34.82465318390314
2024-03-19,79,19,3,29.325020032036363
2024-03-20,80,20,3,31.58115558354351
2024-03-21,81,21,3,32.259315316461326
2024-03-22,82,22,3,28.937927065750475
2024-03-23,83,23,3,28.116935405561414
2024-03-24,84,24,3,30.936028442295513
2024-03-25,85,25,3,34.79830571007199
2024-03-26,86,26,3,29.935072511197976
2024-03-27,87,27,3,30.768735389217987
2024-03-28,88,28,3,10.509387217177842
2024-03-29,89,29,3,30.567085132455862
2024-03-30,90,30,3,28.04599202928396
2024-03-31,91,31,3,12.48016568028503
2024-04-01,92,1,4,32.53622279768012
2024-04-02,93,2,4,33.89145419980504
2024-04-03,94,3,4,32.41030881995323
2024-04-04,95,4,4,30.96841559177894
2024-04-05,96,5,4,35.51602927363945
2024-04-06,97,6,4,29.398365203776706
2024-04-07,98,7,4,29.042335586007148
2024-04-08,99,8,4,24.077708859995298
2024-04-09,100,9,4,30.52410885775585
2024-04-10,101,10,4,31.554480277993225
2024-04-11,102,11,4,32.869934679712024
2024-04-12,103,12,4,29.158389247571225
2024-04-13,104,13,4,36.43995007576004
2024-04-14,105,14,4,32.09487847164523
2024-04-15,106,15,4,26.211420429730993
2024-04-16,107,16,4,30.55353440093942
2024-04-17,108,17,4,29.292432077694663
2024-04-18,109,18,4,33.30310073580382
2024-04-19,110,19,4,29.39197080482413
2024-04-20,111,20,4,26.703796064184726
2024-04-21,112,21,4,30.106714935840184
2024-04-22,113,22,4,27.47656333600985
2024-04-23,114,23,4,23.793613930462808
2024-04-24,115,24,4,26.456608933564524
2024-04-25,116,25,4,29.38454380715591
2024-04-26,117,26,4,27.229630108523224
2024-04-27,118,27,4,32.71143600251981
2024-04-28,119,28,4,24.765502924298247
2024-04-29,120,29,4,26.337501953420876
2024-04-30,121,30,4,25.58254433257646
2024-05-01,122,1,5,29.005579288934634
2024-05-02,123,2,5,32.5731879810417
2024-05-03,124,3,5,28.401428478283083
2024-05-04,125,4,5,27.672253211154555
2024-05-05,126,5,5,31.933870237642626
2024-05-06,127,6,5,35.03292643204966
2024-05-07,128,7,5,17.0039014590136
2024-05-08,129,8,5,22.098543837622074
2024-05-09,130,9,5,24.03533533457339
2024-05-10,131,10,5,29.348240515840676
2024-05-11,132,11,5,28.738826231732308
2024-05-12,133,12,5,21.107558132221566
2024-05-13,134,13,5,28.949853173163184
2024-05-14,135,14,5,29.220715771166343
